"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"1" -60.8738001435995 -2.21276987344027 51.3997063785791 -38.7696739286184 -12.9937686398625 8.09696666896343 36.0325598344207 -37.7862488478422 -69.2402565851808 50.5232931673527 -32.9039369523525 12.269472591579 57.1768409386277 71.3156756386161 -35.7373527064919 -4.74022347480059 9.43047530949116 77.8769901394844 -24.2901619151235 66.159377656877 3.54385081678629 -9.19371996074915 -34.6741791442037 -41.2424995750189 72.8914466872811 73.4560322016478 52.4093724042177 20.7410579919815 42.8383694589138 37.3977468162775 66.1802109703422 7.79927760362625 -52.1533163636923 -68.690994605422 41.3118582591414 -17.6160909980536 -19.755170494318 79.1347305476665 68.0139515176415 54.3199029564857
"2" -8.90682514756918 53.8572585582733 -35.6337568536401 67.9588599875569 2.67610535025597 48.8038782775402 -78.3096691593528 -47.5286124646664 13.5413379594684 -71.5668867900968 20.6171594187617 -20.1123282685876 -7.98283498734236 24.6370838209987 -79.1769425943494 -9.42710764706135 63.8247736543417 73.9436045661569 -13.6593899875879 -43.8977859169245 -3.99301446974277 -35.7014435902238 -6.12461447715759 -44.0464454889297 55.0662882998586 36.1790073662996 7.86702383309603 14.3287945911288 -27.6197319105268 0.196791812777519 -14.6316098049283 -79.2311173304915 26.5265603736043 -4.76927176117897 -23.2282043248415 29.8770245909691 59.300471432507 -78.8843020051718 -36.9780794531107 36.6846816986799
"3" -54.5791631191969 -61.7115983366966 18.8368885964155 -48.0034482106566 -21.9740874320269 -53.3361031860113 72.9354902729392 62.6009229198098 7.16282702982426 57.7180165797472 -71.0704556107521 13.3004187420011 -73.8025359064341 5.80641508102417 21.010020673275 -62.6465799659491 -29.6823308244348 30.0784246996045 -39.070505425334 42.771666906774 -53.3205763623118 -3.53154126554728 18.6943651363254 -42.0973578467965 -68.3302302286029 79.715706333518 -41.1117826774716 -37.1874232217669 -32.45182659477 -42.2916593775153 -43.2752522826195 33.358268328011 -51.864029429853 -62.2959052398801 47.6918447762728 74.163179025054 -70.1426964253187 0.0324245542287827 -28.5072087869048 78.4204784780741
"4" -20.9154752641916 40.003557652235 -64.2714240029454 55.4682932421565 -3.31964071840048 30.804479829967 62.2154058516026 79.4749139249325 32.0832008495927 -23.0356476828456 -68.4561489894986 -50.6294245272875 -36.965017169714 -66.4657080546021 -60.9340078011155 30.4854739829898 40.9969149157405 -41.4158844947815 15.7828686386347 -63.5023510828614 -74.9549279734492 -38.5960587114096 40.2898110449314 59.9088759720325 -28.9789358153939 -0.716935098171234 56.8676316738129 75.250656530261 -13.0107922852039 60.4723590239882 -49.9244205653667 -57.1603153645992 -0.31587477773428 -57.0734160393476 -77.069246545434 -31.7417035251856 -16.9792415946722 57.5791704654694 -25.6969125941396 21.5100803598762
"5" -57.6900366693735 -22.6697241514921 -79.2704717814922 -21.5937684848905 9.84622363001108 73.1466383859515 39.4822483882308 30.3785283491015 36.1252109333873 -41.4444866776466 49.6819096431136 -50.2895519882441 51.5351347625256 47.8993606194854 65.4694340378046 68.6952615529299 -11.0566286370158 -59.0839302912354 66.5610522776842 -35.2381539717317 -40.9164311364293 50.1603483781219 58.7709634751081 -21.7377205193043 50.9874950349331 -12.1107417717576 30.1214880496264 15.0858338549733 -67.1499813348055 22.9521851614118 65.3695786744356 0.758204869925976 -60.3793024644256 58.1806764006615 -61.3246224820614 -32.4627589806914 60.7868477702141 -7.24283158779144 -66.0142053291202 32.4445798620582
"6" 52.9608266428113 -30.6310561671853 76.3958534598351 48.7022318691015 -37.9297414422035 43.718364611268 -21.0227142646909 30.5863194167614 15.1756515353918 -27.0557340234518 2.07481760531664 74.5961914211512 -33.9161248132586 -30.4620038345456 -25.1054633408785 -67.6464491710067 -36.1203156784177 38.9245761930943 70.4918289929628 51.4334210380912 -4.06253434717655 -64.1530133038759 23.365857116878 -37.1238505840302 -59.211200363934 2.25245956331491 39.0729470178485 -75.9990416839719 58.4365906193852 -71.035822853446 30.1544506847858 18.0348859727383 -79.1731100529432 78.5755440220237 50.5889079347253 -40.720235593617 49.8124358803034 47.1436388418078 35.53919903934 -48.7553976476192
"7" -29.4531897082925 37.1751492843032 25.5168444663286 36.1841634660959 -72.3737246543169 2.94572211802006 -44.872725494206 53.0144880712032 -2.77803242206573 -4.36833448708057 -38.6799959465861 -59.6330112963915 22.1658063307405 -49.1019026562572 58.8688531890512 -71.263004206121 42.8814027830958 19.4017202034593 -69.3601794168353 38.8579356297851 22.2889978066087 8.50043322890997 40.3682836890221 -34.5743003115058 29.6984037384391 24.4311797618866 -11.9135508313775 -51.6509701311588 -14.1172059252858 65.7261081412435 -78.6400555819273 -73.4580137953162 77.0502437278628 28.873637393117 8.67601037025452 -19.569933488965 -31.5756554529071 16.9154209643602 58.8193005695939 68.1954875960946
"8" -69.0833369269967 41.2648333609104 67.1553575620055 42.1486617997289 38.0689890310168 53.0100028216839 -66.3513432443142 -14.2215789109468 -34.0498482435942 -0.435762405395508 -23.0549774318933 -36.8289687484503 66.2532293796539 -63.1622084230185 -4.67415627092123 -46.671139895916 -44.2444264516234 -70.7878853753209 45.0545809045434 -13.8147683814168 -25.2472975477576 23.5841134935617 -20.2168142795563 46.5235865861177 1.75481453537941 44.4013326615095 51.3312043994665 70.4480743035674 66.5982152894139 74.1793831810355 -16.1244067549706 50.6599814817309 -14.1577569395304 18.3813393861055 -7.89569169282913 62.5782958418131 -77.5236490741372 -55.2044747769833 39.655229523778 79.246909879148
"9" 78.6538169533014 1.80153232067823 28.815341591835 -13.9353846758604 -26.8101572990417 58.5944894328713 39.0858828276396 57.0186913758516 -32.8609155490994 -3.47905270755291 73.157256655395 70.3221705928445 40.2387369796634 61.2973807379603 -27.2383535653353 -41.3438944891095 -68.3318059891462 7.39627659320831 74.2099078372121 68.0006409063935 6.37361697852612 -30.3455007821321 -60.3297828882933 43.058466874063 17.5413005053997 -73.8094269484282 27.762762568891 36.4663258194923 35.8832880482078 34.785971827805 7.11106583476067 -36.3012049347162 -9.39953051507473 -0.387779101729393 32.639581784606 73.555438183248 -44.1805187240243 -58.8645724952221 -64.5034427940845 -73.7596695497632
"10" 14.3930448591709 -30.1328357681632 -48.3877251669765 23.1401902064681 19.4255765527487 49.7181567177176 -16.6717820614576 12.0921017602086 -61.2673191726208 35.8863704279065 -55.5359157174826 40.0291811674833 78.0883561074734 74.7201853990555 -38.6138458177447 -24.5397836714983 10.5090032145381 0.0469769164919853 -79.5643201470375 -3.86543579399586 25.3674743324518 -65.2407709136605 -52.3366447910666 -75.918973647058 -69.3786069378257 -11.1662489920855 43.9914836362004 -47.3561838269234 43.9175124838948 -24.2469901964068 69.4029366970062 -31.0956681147218 -62.4000273272395 -19.2616786807775 -60.1833694428205 33.8870150968432 49.931918233633 16.3216820731759 -72.1098878234625 18.0678992345929
